"","State","county","fips","pred","with_without"
"4416","New Mexico","De Baca County",35011,NA,"without"
"4417","New Mexico","Dona Ana County",35013,-18.2515032230639,"without"
"4418","New Mexico","Eddy County",35015,-20.837833159027,"without"
"4419","New Mexico","Grant County",35017,-18.6980488038213,"without"
"4420","New Mexico","Guadalupe County",35019,-9.48219365480188,"without"
"4421","New Mexico","Harding County",35021,NA,"without"
"4422","New Mexico","Hidalgo County",35023,NA,"without"
"4423","New Mexico","Lea County",35025,-19.6387578148939,"without"
"4424","New Mexico","Lincoln County",35027,-4.95886079573128,"without"
"4425","New Mexico","Los Alamos County",35028,-23.7339496027873,"without"
"4426","New Mexico","Luna County",35029,-18.2826688331815,"without"
"4427","New Mexico","Mckinley County",35031,-23.9286370464705,"without"
"4428","New Mexico","Mora County",35033,NA,"without"
"4429","New Mexico","Otero County",35035,-16.5906825937378,"without"
"4430","New Mexico","Quay County",35037,-11.6611274472417,"without"
"4431","New Mexico","Rio Arriba County",35039,NA,"without"
"4432","New Mexico","Roosevelt County",35041,-14.027423215354,"without"
"4433","New Mexico","Sandoval County",35043,-21.9061200631721,"without"
"4434","New Mexico","San Juan County",35045,-23.2339432745334,"without"
"4435","New Mexico","San Miguel County",35047,-14.5297145982681,"without"
"4436","New Mexico","Santa Fe County",35049,-15.208774634708,"without"
"4437","New Mexico","Sierra County",35051,NA,"without"
"4438","New Mexico","Socorro County",35053,-18.23337168522,"without"
"4439","New Mexico","Taos County",35055,-9.64210019945229,"without"
"4440","New Mexico","Torrance County",35057,-18.131504118301,"without"
"4441","New Mexico","Union County",35059,NA,"without"
"4442","New Mexico","Valencia County",35061,-20.3319201143669,"without"
"4443","New York","Albany County",36001,-14.4895540471134,"without"
"4444","New York","Allegany County",36003,-14.5499854855921,"without"
"4445","New York","Bronx County",36005,NA,"without"
"4446","New York","Broome County",36007,-15.3078809029965,"without"
"4447","New York","Cattaraugus County",36009,-16.3518890174869,"without"
"4448","New York","Cayuga County",36011,-16.8092282413773,"without"
"4449","New York","Chautauqua County",36013,-14.7758986861972,"without"
"4450","New York","Chemung County",36015,-16.9928728574309,"without"
"4451","New York","Chenango County",36017,-17.6636191883408,"without"
"4452","New York","Clinton County",36019,-13.3695097289609,"without"
"4453","New York","Columbia County",36021,-15.0135837386293,"without"
"4454","New York","Cortland County",36023,-11.9416297418571,"without"
"4455","New York","Delaware County",36025,-12.8352334361216,"without"
"4456","New York","Dutchess County",36027,-16.7381627678978,"without"
"4457","New York","Erie County",36029,-16.2675409040775,"without"
"4458","New York","Essex County",36031,-11.1829050933584,"without"
"4459","New York","Franklin County",36033,-13.948803257014,"without"
"4460","New York","Fulton County",36035,-18.3947020674997,"without"
"4461","New York","Genesee County",36037,-17.640956687877,"without"
"4462","New York","Greene County",36039,-14.6521572778565,"without"
"4463","New York","Hamilton County",36041,NA,"without"
"4464","New York","Herkimer County",36043,-16.8606279806543,"without"
"4465","New York","Jefferson County",36045,-17.3460015666678,"without"
"4466","New York","Kings County",36047,NA,"without"
"4467","New York","Lewis County",36049,-16.1829173776462,"without"
"4468","New York","Livingston County",36051,-14.1331429935585,"without"
"4469","New York","Madison County",36053,-13.2009746887421,"without"
"4470","New York","Monroe County",36055,-17.0527334467906,"without"
"4471","New York","Montgomery County",36057,-17.9586354292604,"without"
"4472","New York","Nassau County",36059,-16.9377143258757,"without"
"4473","New York","New York County",36061,NA,"without"
"4474","New York","Niagara County",36063,-16.775055941358,"without"
"4475","New York","Oneida County",36065,-16.3864673855809,"without"
"4476","New York","Onondaga County",36067,-16.5224248150207,"without"
"4477","New York","Ontario County",36069,-15.5761200284152,"without"
"4478","New York","Orange County",36071,-18.4669073375785,"without"
"4479","New York","Orleans County",36073,-16.9471927521818,"without"
"4480","New York","Oswego County",36075,-16.8333152834008,"without"
"4481","New York","Otsego County",36077,-10.4451213338949,"without"
"4482","New York","Putnam County",36079,-16.5053106450923,"without"
"4483","New York","Queens County",36081,NA,"without"
"4484","New York","Rensselaer County",36083,-16.8304018427542,"without"
"4485","New York","Richmond County",36085,NA,"without"
"4486","New York","Rockland County",36087,-17.3646454042105,"without"
"4487","New York","St Lawrence County",36089,-15.7782627209861,"without"
"4488","New York","Saratoga County",36091,-16.4180432882469,"without"
"4489","New York","Schenectady County",36093,-16.8145731156717,"without"
"4490","New York","Schoharie County",36095,-14.3086259340769,"without"
"4491","New York","Schuyler County",36097,-12.155467181036,"without"
"4492","New York","Seneca County",36099,-16.2017492421082,"without"
"4493","New York","Steuben County",36101,-16.9964646131167,"without"
"4494","New York","Suffolk County",36103,-19.1334105218373,"without"
"4495","New York","Sullivan County",36105,-17.0313258734276,"without"
"4496","New York","Tioga County",36107,-17.4895093832854,"without"
"4497","New York","Tompkins County",36109,-10.2875535206665,"without"
"4498","New York","Ulster County",36111,-15.9954401991575,"without"
"4499","New York","Warren County",36113,-13.7000949702794,"without"
"4500","New York","Washington County",36115,-16.8135988607027,"without"
"4501","New York","Wayne County",36117,-19.1847921812678,"without"
"4502","New York","Westchester County",36119,-14.6893945068204,"without"
"4503","New York","Wyoming County",36121,-15.2073968688848,"without"
"4504","New York","Yates County",36123,-15.6114957712319,"without"
"4505","North Carolina","Alamance County",37001,-25.3562598302252,"without"
"4506","North Carolina","Alexander County",37003,-22.9550634104831,"without"
"4507","North Carolina","Alleghany County",37005,-20.7569001306003,"without"
"4508","North Carolina","Anson County",37007,-25.5817307603408,"without"
"4509","North Carolina","Ashe County",37009,-22.7087799273591,"without"
"4510","North Carolina","Avery County",37011,NA,"without"
"4511","North Carolina","Beaufort County",37013,-24.3475606372269,"without"
"4512","North Carolina","Bertie County",37015,NA,"without"
"4513","North Carolina","Bladen County",37017,-23.1725129741875,"without"
"4514","North Carolina","Brunswick County",37019,-22.0343512538263,"without"
"4515","North Carolina","Buncombe County",37021,-22.332104287757,"without"
"4516","North Carolina","Burke County",37023,-25.3674138480993,"without"
"4517","North Carolina","Cabarrus County",37025,-25.6374232568569,"without"
"4518","North Carolina","Caldwell County",37027,-25.043922564637,"without"
"4519","North Carolina","Camden County",37029,NA,"without"
"4520","North Carolina","Carteret County",37031,-21.4928880954458,"without"
"4521","North Carolina","Caswell County",37033,-24.570640738386,"without"
"4522","North Carolina","Catawba County",37035,-24.4507983823683,"without"
"4523","North Carolina","Chatham County",37037,-26.076895033554,"without"
"4524","North Carolina","Cherokee County",37039,-21.5331395407758,"without"
"4525","North Carolina","Chowan County",37041,-25.3682763809771,"without"
"4526","North Carolina","Clay County",37043,-21.1923728996656,"without"
"4527","North Carolina","Cleveland County",37045,-25.7604210062152,"without"
"4528","North Carolina","Columbus County",37047,-25.6833322188107,"without"
"4529","North Carolina","Craven County",37049,-23.7936364070278,"without"
"4530","North Carolina","Cumberland County",37051,-25.4265553487696,"without"
"4531","North Carolina","Currituck:knotts County",37053,-21.280021103722,"without"
"4532","North Carolina","Currituck:main County",37053,-21.280021103722,"without"
"4533","North Carolina","Currituck:spit County",37053,-21.280021103722,"without"
"4534","North Carolina","Dare County",37055,-20.9822430804022,"without"
"4535","North Carolina","Davidson County",37057,-25.8921127873421,"without"
"4536","North Carolina","Davie County",37059,-24.1993299585404,"without"
"4537","North Carolina","Duplin County",37061,-26.0710953604738,"without"
"4538","North Carolina","Durham County",37063,-25.1941459876272,"without"
"4539","North Carolina","Edgecombe County",37065,-26.4209081337357,"without"
"4540","North Carolina","Forsyth County",37067,-24.2702609912086,"without"
"4541","North Carolina","Franklin County",37069,-24.9386535663463,"without"
"4542","North Carolina","Gaston County",37071,-25.6061878401295,"without"
"4543","North Carolina","Gates County",37073,-24.7717083704253,"without"
"4544","North Carolina","Graham County",37075,NA,"without"
"4545","North Carolina","Granville County",37077,-26.2520715173707,"without"
"4546","North Carolina","Greene County",37079,-25.5542895254979,"without"
"4547","North Carolina","Guilford County",37081,-24.2934451725533,"without"
"4548","North Carolina","Halifax County",37083,-25.1424469492708,"without"
"4549","North Carolina","Harnett County",37085,-24.3647889982448,"without"
"4550","North Carolina","Haywood County",37087,-22.5036987900919,"without"
"4551","North Carolina","Henderson County",37089,-24.3482296364651,"without"
"4552","North Carolina","Hertford County",37091,-24.1224741894918,"without"
"4553","North Carolina","Hoke County",37093,-26.2213433224826,"without"
"4554","North Carolina","Hyde County",37095,NA,"without"
"4555","North Carolina","Iredell County",37097,-24.2184689333114,"without"
"4556","North Carolina","Jackson County",37099,-19.0974836253262,"without"
"4557","North Carolina","Johnston County",37101,-25.3089946248441,"without"
"4558","North Carolina","Jones County",37103,-25.1321462434488,"without"
"4559","North Carolina","Lee County",37105,-26.6688812011305,"without"
"4560","North Carolina","Lenoir County",37107,-26.1074531033336,"without"
"4561","North Carolina","Lincoln County",37109,-24.7335488350338,"without"
"4562","North Carolina","Mcdowell County",37111,-24.8692595159391,"without"
"4563","North Carolina","Macon County",37113,-19.6947954578868,"without"
"4564","North Carolina","Madison County",37115,NA,"without"
"4565","North Carolina","Martin County",37117,-24.9704011051137,"without"
"4566","North Carolina","Mecklenburg County",37119,-24.6247578126782,"without"
"4567","North Carolina","Mitchell County",37121,-23.7716969374852,"without"
"4568","North Carolina","Montgomery County",37123,-24.5221072541587,"without"
"4569","North Carolina","Moore County",37125,-24.9181238688767,"without"
"4570","North Carolina","Nash County",37127,-25.4352873871712,"without"
"4571","North Carolina","New Hanover County",37129,-22.5272511076783,"without"
"4572","North Carolina","Northampton County",37131,-26.1127409840077,"without"
"4573","North Carolina","Onslow County",37133,-23.2517378252329,"without"
"4574","North Carolina","Orange County",37135,-24.1778780702397,"without"
"4575","North Carolina","Pamlico County",37137,-22.735007220975,"without"
"4576","North Carolina","Pasquotank County",37139,-25.0660330587618,"without"
"4577","North Carolina","Pender County",37141,-24.2414207596774,"without"
"4578","North Carolina","Perquimans County",37143,-23.8619699575249,"without"
"4579","North Carolina","Person County",37145,-25.4787352643826,"without"
"4580","North Carolina","Pitt County",37147,-23.9988916712998,"without"
"4581","North Carolina","Polk County",37149,-22.6618036084609,"without"
"4582","North Carolina","Randolph County",37151,-25.5123034189657,"without"
"4583","North Carolina","Richmond County",37153,-25.0740353787317,"without"
"4584","North Carolina","Robeson County",37155,-25.8930945809202,"without"
"4585","North Carolina","Rockingham County",37157,-24.7270481122435,"without"
"4586","North Carolina","Rowan County",37159,-25.8809100580273,"without"
"4587","North Carolina","Rutherford County",37161,-26.396574853431,"without"
"4588","North Carolina","Sampson County",37163,-25.777565930803,"without"
"4589","North Carolina","Scotland County",37165,-24.3444456742611,"without"
"4590","North Carolina","Stanly County",37167,-24.1684507597572,"without"
"4591","North Carolina","Stokes County",37169,-25.1400676352892,"without"
"4592","North Carolina","Surry County",37171,-25.1457253988641,"without"
"4593","North Carolina","Swain County",37173,NA,"without"
"4594","North Carolina","Transylvania County",37175,-20.757591502923,"without"
"4595","North Carolina","Tyrrell County",37177,NA,"without"
"4596","North Carolina","Union County",37179,-25.6138513588471,"without"
"4597","North Carolina","Vance County",37181,-25.0239343993887,"without"
"4598","North Carolina","Wake County",37183,-24.0133857979137,"without"
"4599","North Carolina","Warren County",37185,-23.0025079617467,"without"
"4600","North Carolina","Washington County",37187,-23.6056905278926,"without"
"4601","North Carolina","Watauga County",37189,-17.9359468645969,"without"
"4602","North Carolina","Wayne County",37191,-28.2236685300514,"without"
"4603","North Carolina","Wilkes County",37193,-22.6163208424777,"without"
"4604","North Carolina","Wilson County",37195,-25.4762165307412,"without"
"4605","North Carolina","Yadkin County",37197,-23.295580993412,"without"
"4606","North Carolina","Yancey County",37199,NA,"without"
"4607","North Dakota","Adams County",38001,NA,"without"
"4608","North Dakota","Barnes County",38003,6.94325910882907,"without"
"4609","North Dakota","Benson County",38005,NA,"without"
"4610","North Dakota","Billings County",38007,NA,"without"
"4611","North Dakota","Bottineau County",38009,NA,"without"
"4612","North Dakota","Bowman County",38011,NA,"without"
"4613","North Dakota","Burke County",38013,NA,"without"
"4614","North Dakota","Burleigh County",38015,-23.815295704158,"without"
"4615","North Dakota","Cass County",38017,-25.1807355312553,"without"
"4616","North Dakota","Cavalier County",38019,NA,"without"
"4617","North Dakota","Dickey County",38021,NA,"without"
"4618","North Dakota","Divide County",38023,NA,"without"
"4619","North Dakota","Dunn County",38025,NA,"without"
"4620","North Dakota","Eddy County",38027,NA,"without"
"4621","North Dakota","Emmons County",38029,NA,"without"
"4622","North Dakota","Foster County",38031,NA,"without"
"4623","North Dakota","Golden Valley County",38033,NA,"without"
"4624","North Dakota","Grand Forks County",38035,-27.1323984415892,"without"
"4625","North Dakota","Grant County",38037,NA,"without"
"4626","North Dakota","Griggs County",38039,NA,"without"
"4627","North Dakota","Hettinger County",38041,NA,"without"
"4628","North Dakota","Kidder County",38043,NA,"without"
"4629","North Dakota","La Moure County",38045,NA,"without"
"4630","North Dakota","Logan County",38047,NA,"without"
"4631","North Dakota","Mchenry County",38049,NA,"without"
"4632","North Dakota","Mcintosh County",38051,NA,"without"
"4633","North Dakota","Mckenzie County",38053,-23.5680869225044,"without"
"4634","North Dakota","Mclean County",38055,NA,"without"
"4635","North Dakota","Mercer County",38057,NA,"without"
"4636","North Dakota","Morton County",38059,-22.1213995834689,"without"
"4637","North Dakota","Mountrail County",38061,-24.8512128933179,"without"
"4638","North Dakota","Nelson County",38063,NA,"without"
"4639","North Dakota","Oliver County",38065,NA,"without"
"4640","North Dakota","Pembina County",38067,NA,"without"
"4641","North Dakota","Pierce County",38069,NA,"without"
"4642","North Dakota","Ramsey County",38071,-21.0791991864795,"without"
"4643","North Dakota","Ransom County",38073,NA,"without"
"4644","North Dakota","Renville County",38075,NA,"without"
"4645","North Dakota","Richland County",38077,-23.0505124677724,"without"
"4646","North Dakota","Rolette County",38079,NA,"without"
"4647","North Dakota","Sargent County",38081,NA,"without"
"4648","North Dakota","Sheridan County",38083,NA,"without"
"4649","North Dakota","Sioux County",38085,NA,"without"
"4650","North Dakota","Slope County",38087,NA,"without"
"4651","North Dakota","Stark County",38089,-23.7322149061108,"without"
"4652","North Dakota","Steele County",38091,NA,"without"
"4653","North Dakota","Stutsman County",38093,-22.3047379675553,"without"
"4654","North Dakota","Towner County",38095,NA,"without"
"4655","North Dakota","Traill County",38097,NA,"without"
"4656","North Dakota","Walsh County",38099,-21.7207621718862,"without"
"4657","North Dakota","Ward County",38101,-22.231741173888,"without"
"4658","North Dakota","Wells County",38103,NA,"without"
"4659","North Dakota","Williams County",38105,-23.2958760405342,"without"
"4660","Ohio","Adams County",39001,-18.6777649504993,"without"
"4661","Ohio","Allen County",39003,-22.0173724479306,"without"
"4662","Ohio","Ashland County",39005,-19.6347657500963,"without"
"4663","Ohio","Ashtabula County",39007,-21.8429437824877,"without"
"4664","Ohio","Athens County",39009,-12.5025066287522,"without"
"4665","Ohio","Auglaize County",39011,-22.2004984912784,"without"
"4666","Ohio","Belmont County",39013,-21.041885094153,"without"
"4667","Ohio","Brown County",39015,-19.7542078007955,"without"
"4668","Ohio","Butler County",39017,-20.3592404174999,"without"
"4669","Ohio","Carroll County",39019,-20.6599748167207,"without"
"4670","Ohio","Champaign County",39021,-20.0039365169206,"without"
"4671","Ohio","Clark County",39023,-20.8036291504304,"without"
"4672","Ohio","Clermont County",39025,-21.9698073334563,"without"
"4673","Ohio","Clinton County",39027,-21.2997360775934,"without"
"4674","Ohio","Columbiana County",39029,-21.7281560669783,"without"
"4675","Ohio","Coshocton County",39031,-20.2479662982342,"without"
"4676","Ohio","Crawford County",39033,-22.2665557638777,"without"
"4677","Ohio","Cuyahoga County",39035,-20.3798033749788,"without"
"4678","Ohio","Darke County",39037,-20.7154996959207,"without"
"4679","Ohio","Defiance County",39039,-20.6736244293689,"without"
"4680","Ohio","Delaware County",39041,-21.3653502526317,"without"
"4681","Ohio","Erie County",39043,-17.5138303525324,"without"
"4682","Ohio","Fairfield County",39045,-22.3740420419596,"without"
"4683","Ohio","Fayette County",39047,-22.4912338303481,"without"
"4684","Ohio","Franklin County",39049,-21.9902510144844,"without"
"4685","Ohio","Fulton County",39051,-22.0542976439349,"without"
"4686","Ohio","Gallia County",39053,-19.870893259977,"without"
"4687","Ohio","Geauga County",39055,-21.3330058471747,"without"
"4688","Ohio","Greene County",39057,-21.1645448083027,"without"
"4689","Ohio","Guernsey County",39059,-21.5270723639238,"without"
"4690","Ohio","Hamilton County",39061,-22.0497182451523,"without"
"4691","Ohio","Hancock County",39063,-21.1474528108973,"without"
"4692","Ohio","Hardin County",39065,-19.5891972412814,"without"
"4693","Ohio","Harrison County",39067,-19.4725663103751,"without"
"4694","Ohio","Henry County",39069,-20.6697511159803,"without"
"4695","Ohio","Highland County",39071,-19.0415833035754,"without"
"4696","Ohio","Hocking County",39073,-19.2074546263869,"without"
"4697","Ohio","Holmes County",39075,-20.4305598793382,"without"
"4698","Ohio","Huron County",39077,-20.8906630747369,"without"
"4699","Ohio","Jackson County",39079,-22.2573945164402,"without"
"4700","Ohio","Jefferson County",39081,-21.8863250015955,"without"
"4701","Ohio","Knox County",39083,-19.1957522965446,"without"
"4702","Ohio","Lake County",39085,-21.5571576917313,"without"
"4703","Ohio","Lawrence County",39087,-22.2903495426697,"without"
"4704","Ohio","Licking County",39089,-21.2013110294222,"without"
"4705","Ohio","Logan County",39091,-20.7596848549615,"without"
"4706","Ohio","Lorain County",39093,-21.0387143881022,"without"
"4707","Ohio","Lucas County",39095,-21.9867643944179,"without"
"4708","Ohio","Madison County",39097,-20.2806668503809,"without"
"4709","Ohio","Mahoning County",39099,-20.9195767761821,"without"
"4710","Ohio","Marion County",39101,-26.7881905685104,"without"
"4711","Ohio","Medina County",39103,-20.5175928109248,"without"
"4712","Ohio","Meigs County",39105,-18.807942854974,"without"
"4713","Ohio","Mercer County",39107,-20.850194312421,"without"
"4714","Ohio","Miami County",39109,-20.9740418099504,"without"
"4715","Ohio","Monroe County",39111,NA,"without"
"4716","Ohio","Montgomery County",39113,-21.5163785734057,"without"
"4717","Ohio","Morgan County",39115,-26.6543530846292,"without"
"4718","Ohio","Morrow County",39117,-22.6465592316113,"without"
"4719","Ohio","Muskingum County",39119,-19.550265898521,"without"
"4720","Ohio","Noble County",39121,-20.5206975411307,"without"
"4721","Ohio","Ottawa County",39123,-20.5481807818721,"without"
"4722","Ohio","Paulding County",39125,-20.4572755467082,"without"
"4723","Ohio","Perry County",39127,-22.7576694885363,"without"
"4724","Ohio","Pickaway County",39129,-26.6931242408129,"without"
"4725","Ohio","Pike County",39131,-18.8861315695047,"without"
"4726","Ohio","Portage County",39133,-19.3855237798729,"without"
"4727","Ohio","Preble County",39135,-22.1204116866919,"without"
"4728","Ohio","Putnam County",39137,-23.6347660478589,"without"
"4729","Ohio","Richland County",39139,-21.0413861213248,"without"
"4730","Ohio","Ross County",39141,-22.0057696986405,"without"
"4731","Ohio","Sandusky County",39143,-20.7093405047368,"without"
"4732","Ohio","Scioto County",39145,-20.6269240003587,"without"
"4733","Ohio","Seneca County",39147,-19.9477908961255,"without"
"4734","Ohio","Shelby County",39149,-23.5299764866551,"without"
"4735","Ohio","Stark County",39151,-20.4455572584924,"without"
"4736","Ohio","Summit County",39153,-20.9952041059461,"without"
"4737","Ohio","Trumbull County",39155,-20.6302391762505,"without"
"4738","Ohio","Tuscarawas County",39157,-21.1420488711422,"without"
"4739","Ohio","Union County",39159,-20.5922159322107,"without"
"4740","Ohio","Van Wert County",39161,-19.4503212157028,"without"
"4741","Ohio","Vinton County",39163,NA,"without"
"4742","Ohio","Warren County",39165,-22.4144581635174,"without"
"4743","Ohio","Washington County",39167,-22.0069969738242,"without"
"4744","Ohio","Wayne County",39169,-21.4988155804095,"without"
"4745","Ohio","Williams County",39171,-21.0430552302091,"without"
"4746","Ohio","Wood County",39173,-19.0736483100839,"without"
"4747","Ohio","Wyandot County",39175,-22.0345135005952,"without"
"4748","Oklahoma","Adair County",40001,-24.0028875210509,"without"
"4749","Oklahoma","Alfalfa County",40003,-22.2474146615716,"without"
"4750","Oklahoma","Atoka County",40005,-20.7008305040384,"without"
"4751","Oklahoma","Beaver County",40007,NA,"without"
"4752","Oklahoma","Beckham County",40009,-21.420795546912,"without"
"4753","Oklahoma","Blaine County",40011,NA,"without"
"4754","Oklahoma","Bryan County",40013,-22.4665366721034,"without"
"4755","Oklahoma","Caddo County",40015,-25.2834297429388,"without"
"4756","Oklahoma","Canadian County",40017,-23.719066530962,"without"
"4757","Oklahoma","Carter County",40019,-20.1168547083694,"without"
"4758","Oklahoma","Cherokee County",40021,-24.0544358439166,"without"
"4759","Oklahoma","Choctaw County",40023,-22.0127500697208,"without"
"4760","Oklahoma","Cimarron County",40025,NA,"without"
"4761","Oklahoma","Cleveland County",40027,-24.1501411392725,"without"
"4762","Oklahoma","Coal County",40029,NA,"without"
"4763","Oklahoma","Comanche County",40031,-25.743133581897,"without"
"4764","Oklahoma","Cotton County",40033,-22.7585245699379,"without"
"4765","Oklahoma","Craig County",40035,-23.2423108401866,"without"
"4766","Oklahoma","Creek County",40037,-23.9134584026177,"without"
"4767","Oklahoma","Custer County",40039,-22.7529269438249,"without"
"4768","Oklahoma","Delaware County",40041,-24.9011638273033,"without"
"4769","Oklahoma","Dewey County",40043,NA,"without"
"4770","Oklahoma","Ellis County",40045,NA,"without"
"4771","Oklahoma","Garfield County",40047,-23.0788525954483,"without"
"4772","Oklahoma","Garvin County",40049,-22.8470639060889,"without"
"4773","Oklahoma","Grady County",40051,-23.9477142054422,"without"
"4774","Oklahoma","Grant County",40053,NA,"without"
"4775","Oklahoma","Greer County",40055,-25.0826637546186,"without"
"4776","Oklahoma","Harmon County",40057,NA,"without"
"4777","Oklahoma","Harper County",40059,NA,"without"
"4778","Oklahoma","Haskell County",40061,-21.7127834447465,"without"
"4779","Oklahoma","Hughes County",40063,NA,"without"
"4780","Oklahoma","Jackson County",40065,-22.2383366266182,"without"
"4781","Oklahoma","Jefferson County",40067,NA,"without"
"4782","Oklahoma","Johnston County",40069,-22.3047379675553,"without"
"4783","Oklahoma","Kay County",40071,-22.8828299785841,"without"
"4784","Oklahoma","Kingfisher County",40073,-23.3166909082634,"without"
"4785","Oklahoma","Kiowa County",40075,-22.3047379675553,"without"
"4786","Oklahoma","Latimer County",40077,-21.8043670653475,"without"
"4787","Oklahoma","Le Flore County",40079,-23.0247030104289,"without"
"4788","Oklahoma","Lincoln County",40081,-23.3005411178992,"without"
"4789","Oklahoma","Logan County",40083,-22.5991069664165,"without"
"4790","Oklahoma","Love County",40085,-21.420795546912,"without"
"4791","Oklahoma","Mcclain County",40087,-23.9880266633294,"without"
"4792","Oklahoma","Mccurtain County",40089,-23.7366893261627,"without"
"4793","Oklahoma","Mcintosh County",40091,-21.7127834447465,"without"
"4794","Oklahoma","Major County",40093,-21.2867926106155,"without"
"4795","Oklahoma","Marshall County",40095,-21.7127834447465,"without"
"4796","Oklahoma","Mayes County",40097,-23.1368296222256,"without"
"4797","Oklahoma","Murray County",40099,-20.7008305040384,"without"
"4798","Oklahoma","Muskogee County",40101,-23.3157529002851,"without"
"4799","Oklahoma","Noble County",40103,-22.0603881317059,"without"
"4800","Oklahoma","Nowata County",40105,-20.7416191432043,"without"
"4801","Oklahoma","Okfuskee County",40107,-20.7008305040384,"without"
"4802","Oklahoma","Oklahoma County",40109,-24.2900165468131,"without"
"4803","Oklahoma","Okmulgee County",40111,-23.9576508571715,"without"
"4804","Oklahoma","Osage County",40113,-24.0396531079627,"without"
"4805","Oklahoma","Ottawa County",40115,-24.6523827829569,"without"
"4806","Oklahoma","Pawnee County",40117,-22.7799148155901,"without"
"4807","Oklahoma","Payne County",40119,-24.0431012834678,"without"
"4808","Oklahoma","Pittsburg County",40121,-24.0002290516731,"without"
"4809","Oklahoma","Pontotoc County",40123,-22.5825623859337,"without"
"4810","Oklahoma","Pottawatomie County",40125,-23.8088639105987,"without"
"4811","Oklahoma","Pushmataha County",40127,NA,"without"
"4812","Oklahoma","Roger Mills County",40129,NA,"without"
"4813","Oklahoma","Rogers County",40131,-24.5934519300196,"without"
"4814","Oklahoma","Seminole County",40133,-22.8237628410605,"without"
"4815","Oklahoma","Sequoyah County",40135,-22.9320199095773,"without"
"4816","Oklahoma","Stephens County",40137,-23.4663945325375,"without"
"4817","Oklahoma","Texas County",40139,-24.3564396172231,"without"
"4818","Oklahoma","Tillman County",40141,3.80175057367515,"without"
"4819","Oklahoma","Tulsa County",40143,-23.9244913823846,"without"
"4820","Oklahoma","Wagoner County",40145,-24.6734227671354,"without"
"4821","Oklahoma","Washington County",40147,-24.9869104401412,"without"
"4822","Oklahoma","Washita County",40149,NA,"without"
"4823","Oklahoma","Woods County",40151,-22.3047379675553,"without"
"4824","Oklahoma","Woodward County",40153,-20.7008305040384,"without"
"4825","Oregon","Baker County",41001,NA,"without"
"4826","Oregon","Benton County",41003,-17.3352844938381,"without"
"4827","Oregon","Clackamas County",41005,-22.2877381865125,"without"
"4828","Oregon","Clatsop County",41007,-16.6050748403869,"without"
"4829","Oregon","Columbia County",41009,-22.7371945963398,"without"
"4830","Oregon","Coos County",41011,-14.8701108653771,"without"
"4831","Oregon","Crook County",41013,-17.300976979538,"without"
"4832","Oregon","Curry County",41015,-15.8184367734734,"without"
"4833","Oregon","Deschutes County",41017,-18.6277959536839,"without"
"4834","Oregon","Douglas County",41019,-19.7518806553698,"without"
"4835","Oregon","Gilliam County",41021,NA,"without"
"4836","Oregon","Grant County",41023,NA,"without"
"4837","Oregon","Harney County",41025,NA,"without"
"4838","Oregon","Hood River County",41027,-19.2618068221779,"without"
"4839","Oregon","Jackson County",41029,-18.737178808577,"without"
"4840","Oregon","Jefferson County",41031,-18.5302822402427,"without"
"4841","Oregon","Josephine County",41033,-18.5921316212782,"without"
"4842","Oregon","Klamath County",41035,-20.630089430054,"without"
"4843","Oregon","Lake County",41037,NA,"without"
"4844","Oregon","Lane County",41039,-19.4422255794392,"without"
"4845","Oregon","Lincoln County",41041,-13.1755165970317,"without"
"4846","Oregon","Linn County",41043,-20.8339337119205,"without"
"4847","Oregon","Malheur County",41045,-19.1755824664923,"without"
"4848","Oregon","Marion County",41047,-22.9600329727449,"without"
"4849","Oregon","Morrow County",41049,-20.1271032091652,"without"
"4850","Oregon","Multnomah County",41051,-21.325651228472,"without"
"4851","Oregon","Polk County",41053,-21.6741862463865,"without"
"4852","Oregon","Sherman County",41055,NA,"without"
"4853","Oregon","Tillamook County",41057,-17.097299169613,"without"
"4854","Oregon","Umatilla County",41059,-23.3204002346592,"without"
"4855","Oregon","Union County",41061,-18.6459513660326,"without"
"4856","Oregon","Wallowa County",41063,NA,"without"
"4857","Oregon","Wasco County",41065,-21.1700339406808,"without"
"4858","Oregon","Washington County",41067,-21.6205075600223,"without"
"4859","Oregon","Wheeler County",41069,NA,"without"
"4860","Oregon","Yamhill County",41071,-19.8976542360943,"without"
"4861","Pennsylvania","Adams County",42001,-19.4609997691502,"without"
"4862","Pennsylvania","Allegheny County",42003,-19.0787726997672,"without"
"4863","Pennsylvania","Armstrong County",42005,-19.89928899802,"without"
"4864","Pennsylvania","Beaver County",42007,-19.4681177072658,"without"
"4865","Pennsylvania","Bedford County",42009,-17.9624829335421,"without"
"4866","Pennsylvania","Berks County",42011,-21.3395467701503,"without"
"4867","Pennsylvania","Blair County",42013,-18.6539510797845,"without"
"4868","Pennsylvania","Bradford County",42015,-19.0773597106421,"without"
"4869","Pennsylvania","Bucks County",42017,-19.9368503654303,"without"
"4870","Pennsylvania","Butler County",42019,-19.9207731075665,"without"
"4871","Pennsylvania","Cambria County",42021,-18.7531571250347,"without"
"4872","Pennsylvania","Cameron County",42023,NA,"without"
"4873","Pennsylvania","Carbon County",42025,-20.7012025396353,"without"
"4874","Pennsylvania","Centre County",42027,-17.2472142725126,"without"
